UF,Cod.Item,Produto,CFOP,NCM,ID utilização,Utilização,Valor,ICMS
CE,20798,KIT VINT VELAS PERFUME 4X80 GR,5102,3406.00.00,10,Vda/Dev Vda Mer,350.0,70.0
CE,20799,KIT VINT DIF+SAB NOSTALGIA,5405,3307.49.00,10,Vda/Dev Vda Mer,4199.75,0.0
CE,20801,KIT VINT DIF+SAB INFUSAO BOT,5405,3307.49.00,10,Vda/Dev Vda Mer,4742.5,0.0
CE,20803,KIT CALENDARIO ADVENTO VINTAGE 2022,5405,3303.00.10,10,Vda/Dev Vda Mer,5110.0,0.0
CE,20822,KIT EXPERIMENTO COLONIA VINTAGE,5405,3303.00.20,10,Vda/Dev Vda Mer,25608.33,0.0
CE,20824,KIT EXPERIMENTO BIBLIOTECA 2,5405,3303.00.10,10,Vda/Dev Vda Mer,2584.2,0.0
CE,20846,DIFUSOR VINTAGE VERBENA 500 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,14954.73,2990.95
CE,20846,DIFUSOR VINTAGE VERBENA 500 ML,5405,3307.49.00,10,Vda/Dev Vda Mer,1335.0,0.0
CE,20863,KIT MALA VINTAGE BOSSA,5405,3304.99.90,10,Vda/Dev Vda Mer,11110.77,0.0
CE,20985,KIT TERR NEC LAVANDA 4X50 ML,5405,3304.99.90,10,Vda/Dev Vda Mer,9381.79,0.0
CE,21001,COLONIA CHA PRETO E BERGAMOTA 300ML,5405,3303.00.20,10,Vda/Dev Vda Mer,131625.15,0.0
CE,21009,VELA VINT CHA PRETO E BERGAMOTA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,2394.25,478.85
CE,21012,KIT VINT DIF+SAB CHA PRETO,5405,3307.49.00,10,Vda/Dev Vda Mer,250.0,0.0
CE,21017,COLONIA AGUAS BAUNILHA 260ML,5405,3303.00.20,10,Vda/Dev Vda Mer,5005.8,0.0
CE,21020,VELA AGUAS BAUNILHA 250 GR,5102,3406.00.00,10,Vda/Dev Vda Mer,3334.5,666.9
CE,21021,KIT AGUAS SPRAY + SAB BAUNILHA,5102,3307.49.00,10,Vda/Dev Vda Mer,4125.5,825.1
CE,21025,KIT DUO CHA PRETO E BERGAMOTA 2X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,170.0,0.0
CE,21045,COLONIA GARDÊNIA 300ML,5405,3303.00.20,10,Vda/Dev Vda Mer,17964.23,0.0
CE,21046,TRIO FIBR GARDÊNIA 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,150.0,0.0
CE,21047,VELA VINTAGE GARDÊNIA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,270.0,54.0
CE,21047,VELA VINTAGE GARDÊNIA 250G,5405,3406.00.00,10,Vda/Dev Vda Mer,135.0,0.0
CE,21065,PERFUME BELO POMELO 100 ML,5405,3303.00.10,10,Vda/Dev Vda Mer,23693.12,0.0
CE,21066,KIT ROLL ON + CR MAOS BELO POMELO,5405,3303.00.10,10,Vda/Dev Vda Mer,1023.75,0.0
CE,21067,VELA BIBLIOTECA BELO POMELO 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,540.0,108.0
CE,21074,SAB GLIC BEBE CALENDULA 90 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,792.56,0.0
CE,21075,SAB LIQ BEBE CALENDULA 250ML,5405,3401.30.00,10,Vda/Dev Vda Mer,4996.63,0.0
CE,21076,REFIL SAB GLIC BEBE CALENDULA 250 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,7495.65,0.0
CE,21077,SAB LIQ BEBE CALENDULA 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,16310.76,0.0
CE,21078,SH BEBE CALENDULA 250 ML,5405,3305.10.00,10,Vda/Dev Vda Mer,4237.3,0.0
CE,21079,COND BEBE CALENDULA 250 ML,5405,3305.90.00,10,Vda/Dev Vda Mer,2011.2,0.0
CE,21080,HIDRAT BEBE CALENDULA 120ML,5405,3304.99.90,10,Vda/Dev Vda Mer,1563.71,0.0
CE,21081,OLEO BEBE CALENDULA 120 ML,5405,3304.99.90,10,Vda/Dev Vda Mer,1006.0,0.0
CE,21082,COLÔNIA BEBE CALENDULA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,17561.59,0.0
CE,21092,KIT MALA VINTAGE CARIOCA 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,2920.5,0.0
CE,21093,KIT MALA VINTAGE BOSSA 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,3036.54,0.0
CE,21094,KIT VINT SAB CARIOCA 4X120G 2023,5405,3401.11.90,10,Vda/Dev Vda Mer,5963.0,0.0
CE,21095,KIT VINT SAB BOSSA 4X120 GR 2023,5405,3401.11.90,10,Vda/Dev Vda Mer,11156.0,0.0
CE,21096,SPRAY AMBIENTE VINTAGE CARIOCA 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,24686.56,4941.43
CE,21096,SPRAY AMBIENTE VINTAGE CARIOCA 500ML,5405,3307.49.00,10,Vda/Dev Vda Mer,155.0,0.0
CE,21097,SPRAY AMBIENTE VINTAGE BOSSA 500ML,5405,3307.49.00,10,Vda/Dev Vda Mer,573.5,0.0
CE,21097,SPRAY AMBIENTE VINTAGE BOSSA 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,21233.07,4246.61
CE,21098,KIT VINTAGE SAB SUZETTE 4X120 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,9552.35,0.0
CE,21143,PERF VINT EXPEDIÇÃO 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,21335.31,0.0
CE,21144,PERF VINT FOLIA 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,21399.5,0.0
CE,21148,EAU TOILETTE VINTAGE PACHOULI 100 ML,5405,3303.00.20,10,Vda/Dev Vda Mer,19776.79,0.0
CE,21149,TRIO VINT PAT+FIGO+FOLH 25ML,5405,3303.00.20,10,Vda/Dev Vda Mer,140.0,0.0
CE,21152,KIT COLEÇÃO EDT ELIXIR LAYERING,5405,3303.00.20,10,Vda/Dev Vda Mer,14528.07,0.0
CE,21153,KIT SABONETE ZIMBRO 3X100 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,4438.0,0.0
CE,21154,VELA BIBLIOTECA ZIMBRO 250 GR,5102,3406.00.00,10,Vda/Dev Vda Mer,4233.27,848.13
CE,21154,VELA BIBLIOTECA ZIMBRO 250 GR,5405,3406.00.00,10,Vda/Dev Vda Mer,135.0,0.0
CE,21155,COLONIA FIGO 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,22798.85,0.0
CE,21156,COLONIA FIGO 300ML,5405,3303.00.20,10,Vda/Dev Vda Mer,36496.98,0.0
CE,21157,SAB LIQ VINT FIGO 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,4944.0,0.0
CE,21179,DIFUSOR VINT OUD 500ML,5405,3307.49.00,10,Vda/Dev Vda Mer,460.0,0.0
CE,21179,DIFUSOR VINT OUD 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,19268.36,3855.25
CE,21180,SAB LIQ VINT OUD 500 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,6115.8,0.0
CE,21181,VELA VINT OUD 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,3154.0,630.8
CE,21182,CR MAOS VINTAGE CARIOCA 50G,5405,3304.99.90,10,Vda/Dev Vda Mer,14703.12,0.0
CE,21183,CR MAOS VINTAGE BOSSA 50G,5405,3304.99.90,10,Vda/Dev Vda Mer,12504.86,0.0
CE,21185,VELA VINT PATCHOULI 250G,5405,3406.00.00,10,Vda/Dev Vda Mer,140.0,0.0
CE,21185,VELA VINT PATCHOULI 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,2294.75,458.95
CE,21186,KIT VINT DIF + SAB PATCHOULI,5405,3307.49.00,10,Vda/Dev Vda Mer,24763.25,0.0
CE,21186,KIT VINT DIF + SAB PATCHOULI,6108,3307.49.00,10,Vda/Dev Vda Mer,250.0,30.0
CE,21187,TRIO FIBR PAT+CE+COU 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,4834.6,0.0
CE,21195,KIT VINT SPRAY + SAB CARIOCA,5405,3307.49.00,10,Vda/Dev Vda Mer,3363.0,0.0
CE,21195,KIT VINT SPRAY + SAB CARIOCA,5102,3307.49.00,10,Vda/Dev Vda Mer,12758.96,2558.0
CE,21200,KIT VINT SPRAY + SAB BOSSA,5102,3307.49.00,10,Vda/Dev Vda Mer,19173.35,3838.85
CE,21200,KIT VINT SPRAY + SAB BOSSA,5405,3307.49.00,10,Vda/Dev Vda Mer,855.0,0.0
CE,21202,LATA VINTAGE MÚSICA PASSEIO,5405,3304.99.90,10,Vda/Dev Vda Mer,10115.81,0.0
CE,21203,VELA VINT TONKA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,320.0,64.0
CE,21217,DIFUSOR VINT FIGO 500ML,5405,3307.49.00,10,Vda/Dev Vda Mer,813.0,0.0
CE,21217,DIFUSOR VINT FIGO 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,5899.0,1179.8
CE,21220,VELA VINT FIGO 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,3561.0,712.2
CE,21220,VELA VINT FIGO 250G,5405,3406.00.00,10,Vda/Dev Vda Mer,119.0,0.0
CE,21223,VELA VINT CARIOCA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,2368.0,473.6
CE,21225,VELA VINT BOEMIA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,2736.0,547.2
CE,21225,VELA VINT BOEMIA 780G,5405,3406.00.00,10,Vda/Dev Vda Mer,320.0,0.0
CE,21229,KIT TERRAP SAB+HIDR. CALEND 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,343.0,0.0
CE,21230,KIT TERRAP SAB+HIDR. CHA BRANCO 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,350.0,0.0
CE,21233,KIT LATA ORIG ALFAZE 6X50G,5405,3401.11.90,10,Vda/Dev Vda Mer,10578.75,0.0
CE,21234,VELA VINT BOSSA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,1884.0,376.8
CE,21236,KIT LATA TERR CALENDULA  2023,5405,3304.99.90,10,Vda/Dev Vda Mer,2142.0,0.0
CE,21237,KIT LATA TERR CHA BRANCO 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,14401.1,0.0
CE,21238,LATA BOLA ORIGENS MAND ASIATICA 2023,5405,3401.11.90,10,Vda/Dev Vda Mer,195.0,0.0
CE,21240,KIT ORIG LIMÃO SICILIANO SPRAY+SAB+CMAOS,5405,3304.99.90,10,Vda/Dev Vda Mer,6338.2,0.0
CE,21241,KIT ORIG MAND ASIATICA SPRAY+SAB+CMAOS,5405,3304.99.90,10,Vda/Dev Vda Mer,4584.44,0.0
CE,21257,KIT DUO FOLIA 2X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,497.25,0.0
CE,21258,KIT DUO ELIXIR 2X 150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,255.0,0.0
CE,21259,KIT VINT BOLA 2023 3X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,910.0,0.0
CE,21261,KIT MALA VINTAGE EXPEDIÇÃO,5405,3303.00.10,10,Vda/Dev Vda Mer,190.0,0.0
CE,21262,KIT BOMBOM VINTAGE EXPEDIÇÃO,5405,3303.00.10,10,Vda/Dev Vda Mer,10739.25,0.0
CE,21263,KIT BOMBOM VINTAGE JARDIM REAL,5405,3303.00.10,10,Vda/Dev Vda Mer,13892.49,0.0
CE,21264,KIT VINT DIF+SAB ELIXIR,5405,3307.49.00,10,Vda/Dev Vda Mer,3437.5,0.0
CE,21265,KIT VINT PERF EXPEDIÇÃO 5X10 ML,5405,3303.00.10,10,Vda/Dev Vda Mer,45588.39,0.0
CE,21266,KIT VINT CR MAOS EXPEDIÇÃO,5405,3304.99.90,10,Vda/Dev Vda Mer,5134.5,0.0
CE,21276,KIT VINT CR MAOS PASSAROS,5405,3304.99.90,10,Vda/Dev Vda Mer,7649.25,0.0
CE,21288,KIT EXPERIMENTO COLONIA TERRAPEUTICS,5405,3303.00.20,10,Vda/Dev Vda Mer,13547.85,0.0
CE,21292,KIT BOMBOM TERRAPEUTICS,5405,3401.11.90,10,Vda/Dev Vda Mer,7651.8,0.0
CE,21295,KIT TRIO VELAS NATAL 2023,5102,3406.00.00,10,Vda/Dev Vda Mer,4260.0,852.0
CE,21296,KIT VINT DIF+SAB BOEMIA,5405,3307.49.00,10,Vda/Dev Vda Mer,5375.0,0.0
CE,21297,KIT CALENDARIO ADVENTO VINTAGE 2023,5405,3303.00.10,10,Vda/Dev Vda Mer,7810.25,0.0
CE,21312,KIT SAB CAJUEIRO 3X100GR,5405,3401.11.90,10,Vda/Dev Vda Mer,4452.0,0.0
CE,21313,KIT SAB LICHIA E PIMENTA 3X100G,5405,3401.11.90,10,Vda/Dev Vda Mer,1368.5,0.0
CE,21314,KIT PERF + SAB + CR MAOS CAJUEIRO,5405,3303.00.10,10,Vda/Dev Vda Mer,18892.5,0.0
CE,21315,KIT PERF 25ML + SAB 50G CAJUEIRO,5405,3303.00.10,10,Vda/Dev Vda Mer,8544.9,0.0
CE,21316,KIT ROLL ON + CR MAOS LICHIA E PIMENTA,5405,3303.00.10,10,Vda/Dev Vda Mer,11670.75,0.0
CE,21317,KIT PERF 25ML + SAB 50G LICHIA E PIMENTA,5405,3303.00.10,10,Vda/Dev Vda Mer,10255.8,0.0
CE,21324,KIT VINT SAB COLONIA 5X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,66638.46,0.0
CE,21325,KIT TRIO VINT VELA COLONIA 3X80G,5405,3406.00.00,10,Vda/Dev Vda Mer,300.0,0.0
CE,21325,KIT TRIO VINT VELA COLONIA 3X80G,5102,3406.00.00,10,Vda/Dev Vda Mer,14761.11,2952.22
CE,21326,VELA BIBLIOTECA DEJAVU 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,6231.91,1246.38
CE,21326,VELA BIBLIOTECA DEJAVU 250G,5405,3406.00.00,10,Vda/Dev Vda Mer,148.0,0.0
CE,21327,PERFUME DEJAVU 100 ML,5405,3303.00.10,10,Vda/Dev Vda Mer,18820.91,0.0
CE,21328,KIT ROLL ON + CR MAOS DEJAVU,5405,3303.00.10,10,Vda/Dev Vda Mer,840.0,0.0
CE,21329,KIT PERF 25ML+SAB 50G DEJAVU,5405,3303.00.10,10,Vda/Dev Vda Mer,3000.0,0.0
CE,21330,KIT SAB DEJAVU 3X100G,5405,3401.11.90,10,Vda/Dev Vda Mer,3430.0,0.0
CE,21331,VELA AGUAS FOLHAS DE MENTA 780G,5405,3406.00.00,10,Vda/Dev Vda Mer,320.0,0.0
CE,21331,VELA AGUAS FOLHAS DE MENTA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,2176.0,435.2
CE,21332,DIFUSOR AGUAS FOLHAS DE MENTA,5405,3307.49.00,10,Vda/Dev Vda Mer,630.0,0.0
CE,21332,DIFUSOR AGUAS FOLHAS DE MENTA,5102,3307.49.00,10,Vda/Dev Vda Mer,6318.0,1265.01
CE,21333,KIT AGUAS SPRAY + SAB FOLHAS DE MENTA,5102,3307.49.00,10,Vda/Dev Vda Mer,6826.5,1365.3
CE,21333,KIT AGUAS SPRAY + SAB FOLHAS DE MENTA,5405,3307.49.00,10,Vda/Dev Vda Mer,185.0,0.0
CE,21334,KIT CR MAOS + SAB LIQ FOLHAS DE MENTA,5405,3304.99.90,10,Vda/Dev Vda Mer,6142.5,0.0
CE,21338,KIT PERF + SAB BARRA + CR MAOS AURA,5405,3303.00.10,10,Vda/Dev Vda Mer,31797.32,0.0
CE,21339,KIT EXPERIMENTO BIBLIOTECA FLORAIS,5405,3303.00.10,10,Vda/Dev Vda Mer,11320.7,0.0
CE,21352,KIT TERR LAVANDA 5X50 ML 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,4450.05,0.0
CE,21373,KIT VINT SPRAY+SAB 500ML+BAND MAGNOLIA,5102,3307.49.00,10,Vda/Dev Vda Mer,29261.25,5852.25
CE,21373,KIT VINT SPRAY+SAB 500ML+BAND MAGNOLIA,5405,3307.49.00,10,Vda/Dev Vda Mer,2001.75,0.0
CE,21374,KIT VINT SPRAY+SAB 500ML+BAND VIOLETA,5405,3307.49.00,10,Vda/Dev Vda Mer,956.25,0.0
CE,21374,KIT VINT SPRAY+SAB 500ML+BAND VIOLETA,5102,3307.49.00,10,Vda/Dev Vda Mer,19957.57,3993.51
CE,21375,KIT VINT FIBRALATA ROSA DAMASCENA,5405,3304.99.90,10,Vda/Dev Vda Mer,27324.0,0.0
CE,21376,KIT VINT FIBRALATA GARDÊNIA,5405,3304.99.90,10,Vda/Dev Vda Mer,37534.05,0.0
CE,21377,KIT VINT COLONIA FLORES 5X10ML,5405,3303.00.20,10,Vda/Dev Vda Mer,18310.13,0.0
CE,21390,COLONIA ROSA DAMASCENA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,19246.26,0.0
CE,21391,COLONIA VIOLETA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,34541.37,0.0
CE,21392,COLONIA LIRIO 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,26745.6,0.0
CE,21393,COLONIA MAGNOLIA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,37464.06,0.0
CE,21394,KIT DUO ROSA DAMASCENA 2X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,14286.12,0.0
CE,21395,KIT DUO GARDÊNIA 2X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,23291.17,0.0
CE,21396,KIT DUO VIOLETA 2X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,11499.0,0.0
CE,21397,KIT OVINHOS FLORAIS 5X50G,5405,3401.11.90,10,Vda/Dev Vda Mer,15912.75,0.0
CE,21398,OVO LIRIO COL 25ML +SAB 50G,5405,3303.00.20,10,Vda/Dev Vda Mer,14631.6,0.0
CE,21399,OVO MAGNOLIA COL 25ML +SAB 50G,5405,3303.00.20,10,Vda/Dev Vda Mer,15147.6,0.0
CE,21400,TRIO CR MAOS VINT FLORES,5405,3304.99.90,10,Vda/Dev Vda Mer,8243.29,0.0
CE,21402,VELA VINT LIRIO 2024 250G,5405,3406.00.00,10,Vda/Dev Vda Mer,840.0,0.0
CE,21402,VELA VINT LIRIO 2024 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,5846.25,1169.25
CE,21403,VELA VINT ROSA DAMASCENA 2024 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,3094.0,618.8
CE,21404,VELA VINT MAGNOLIA 2024 250G,5405,3406.00.00,10,Vda/Dev Vda Mer,275.0,0.0
CE,21404,VELA VINT MAGNOLIA 2024 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,4317.75,863.55
CE,21405,COLONIA GARDÊNIA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,31096.42,0.0
CE,21442,PERF VINT FLORA MAGNIFICA 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,31746.81,0.0
CE,21443,KIT BOMBOM VINTAGE FLORA MAGNIFICA,5405,3303.00.10,10,Vda/Dev Vda Mer,14002.15,0.0
CE,21444,VELA VINT FLORA MAGNIFICA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,1536.0,308.13
CE,21454,LENCOS UMEDECIDOS BEBE CALENDULA,5405,3401.11.90,10,Vda/Dev Vda Mer,2065.49,0.0
CE,21462,SAB LIQ AGUAS VETIVER 500 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,4970.91,0.0
CE,21467,COLONIA AGUAS SÂNDALO 260ML,5405,3303.00.20,10,Vda/Dev Vda Mer,3353.4,0.0
CE,21468,KIT AGUAS LATA SANDALO 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,6519.0,0.0
CE,21469,VELA AGUAS PEONIA 250GR,5102,3406.00.00,10,Vda/Dev Vda Mer,270.0,54.0
CE,21470,KIT AGUAS LATA PEONIA 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,12459.9,0.0
CE,21471,VELA AGUAS ROSMARINO 250GR,5102,3406.00.00,10,Vda/Dev Vda Mer,3084.75,616.95
CE,21471,VELA AGUAS ROSMARINO 250GR,5405,3406.00.00,10,Vda/Dev Vda Mer,675.0,0.0
CE,21472,KIT AGUAS LATA ROSMARINO 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,18573.0,0.0
CE,21473,KIT AGUAS SPRAY+SAB SANDALO,5102,3307.49.00,10,Vda/Dev Vda Mer,314.5,62.9
CE,21474,KIT AGUAS FIBRALATA SANDALO,5405,3304.99.90,10,Vda/Dev Vda Mer,1992.0,0.0
CE,21500,KIT AGUAS FIBRALATA ROSMARINO,5405,3304.99.90,10,Vda/Dev Vda Mer,11778.0,0.0
CE,21501,KIT AGUAS FIBRALATA PEONIA,5405,3304.99.90,10,Vda/Dev Vda Mer,8334.0,0.0
CE,21556,PERF VINT ESPLENDOR 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,89451.45,0.0
CE,21557,PERF VINT FERVO INTENSO 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,63831.93,0.0
CE,21563,REFIL SHAMPOO BEBE CAMOMILA,5405,3305.10.00,10,Vda/Dev Vda Mer,397.04,0.0
CE,21564,REFIL SH BEBE TRADICIONAL 250ML,5405,3305.10.00,10,Vda/Dev Vda Mer,688.84,0.0
CE,21566,REFIL COND BEBE CAMOMILA 250ML,5405,3305.90.00,10,Vda/Dev Vda Mer,309.73,0.0
CE,21567,REFIL COND BEBE TRADICIONAL 250ML,5405,3305.90.00,10,Vda/Dev Vda Mer,87.3,0.0
CE,21570,KIT SAB BRONZE 3X100G,5405,3401.11.90,10,Vda/Dev Vda Mer,2824.5,0.0
CE,21571,KIT PERFUME + SAB BARR + CR MAOS BRONZE,5405,3303.00.10,10,Vda/Dev Vda Mer,6987.75,0.0
CE,21574,VELA BIBLIOTECA BRONZE 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,3577.5,716.03
CE,21575,VELA BIBLIOTECA FLOR DE MAIO 250G,5405,3406.00.00,10,Vda/Dev Vda Mer,135.0,0.0
CE,21575,VELA BIBLIOTECA FLOR DE MAIO 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,4549.5,910.69
CE,21584,MANTEIGA VINT BOSSA 250G,5405,3304.99.90,10,Vda/Dev Vda Mer,3204.0,0.0
CE,21585,MANTEIGA VINT CARIOCA 250 GR,5405,3304.99.90,10,Vda/Dev Vda Mer,3785.18,0.0
CE,21586,ESFOLIANTE VINT BOSSA 250 GR,5405,3304.99.90,10,Vda/Dev Vda Mer,1571.04,0.0
CE,21587,ESFOLIANTE VINT CARIOCA 250 GR,5405,3304.99.90,10,Vda/Dev Vda Mer,2836.8,0.0
CE,21611,DIFUSOR VINTAGE AURORA C/ VARETAS 235 ML,5405,3307.49.00,10,Vda/Dev Vda Mer,340.0,0.0
CE,21611,DIFUSOR VINTAGE AURORA C/ VARETAS 235 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,963.05,192.61
CE,21612,DIFUSOR VINTAGE C/VARETAS BENJOIM 235 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,6519.5,1303.9
CE,21612,DIFUSOR VINTAGE C/VARETAS BENJOIM 235 ML,5405,3307.49.00,10,Vda/Dev Vda Mer,170.0,0.0
CE,21613,DIFUSOR VINTAGE C/ VARETAS BOSSA 235 ML,5405,3307.49.00,10,Vda/Dev Vda Mer,680.0,0.0
CE,21613,DIFUSOR VINTAGE C/ VARETAS BOSSA 235 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,12223.0,2446.09
CE,21614,DIFUSOR VINTAGE C/VARETAS CARIOCA 235 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,9868.5,1973.7
CE,21614,DIFUSOR VINTAGE C/VARETAS CARIOCA 235 ML,5405,3307.49.00,10,Vda/Dev Vda Mer,850.0,0.0
CE,21615,DIFUSOR VINTAGE C/VARETAS SALOME 235ML,5102,3307.49.00,10,Vda/Dev Vda Mer,2040.0,408.0
CE,21616,DIFUSOR VINTAGE C/VARETAS SUZETTE 235 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,680.0,136.0
CE,21616,DIFUSOR VINTAGE C/VARETAS SUZETTE 235 ML,5405,3307.49.00,10,Vda/Dev Vda Mer,170.0,0.0
CE,21617,DIFUSOR VINTAGE C/VARETA UM SONHO 235 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,7175.7,1435.14
CE,21617,DIFUSOR VINTAGE C/VARETA UM SONHO 235 ML,5405,3307.49.00,10,Vda/Dev Vda Mer,170.0,0.0
CE,21618,COLONIA VINT BAUNILHA & AÇAFRAO,5405,3303.00.20,10,Vda/Dev Vda Mer,38201.32,0.0
CE,21619,COLONIA VINT BAUNILHA E AÇAFRAO 300 ML,5405,3303.00.20,10,Vda/Dev Vda Mer,32423.8,0.0
CE,21620,SAB LIQ VINT BAUNILHA E AÇAFRAO 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,2322.9,0.0
CE,21622,DIFUSOR VINT BAUNILHA E AÇAFRAO 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,6564.0,1312.8
CE,21622,DIFUSOR VINT BAUNILHA E AÇAFRAO 500ML,5405,3307.49.00,10,Vda/Dev Vda Mer,460.0,0.0
CE,21641,TRIO FIBR FIGO 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,19024.31,0.0
CE,21642,TRIO FIBR OUD 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,21084.18,0.0
CE,21643,KIT VINT COLONIA + BARRA OUD,5405,3303.00.20,10,Vda/Dev Vda Mer,10218.9,0.0
CE,21661,KIT FERVO CRMÃOS+PERF+BARRA,5405,3303.00.10,10,Vda/Dev Vda Mer,32618.23,0.0
CE,21666,KIT ESPLEN CMÃOS+PERF+BARRA,5405,3303.00.10,10,Vda/Dev Vda Mer,32005.47,0.0
CE,21670,KIT FIBROLATA VINT BOSSA,5405,3307.49.00,10,Vda/Dev Vda Mer,12318.0,0.0
CE,21672,KIT ESPLEN SAB+HID 240ML,5405,3304.99.90,10,Vda/Dev Vda Mer,12615.05,0.0
CE,21673,KIT FERVO SAB+HID 240ML,5405,3304.99.90,10,Vda/Dev Vda Mer,4753.0,0.0
CE,21694,KIT VINT COLONIA + BARRA FIGO,5405,3303.00.20,10,Vda/Dev Vda Mer,8234.69,0.0
CE,21695,KIT VINT FIBRALATA OUD,5405,3304.99.90,10,Vda/Dev Vda Mer,10154.7,0.0
CE,21696,KIT VINT FIBRALATA FIGO,5405,3304.99.90,10,Vda/Dev Vda Mer,20544.75,0.0
CE,21697,TRIO FIBR BAUNILHA E ACAFRAO 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,10095.56,0.0
CE,21698,KIT VINT FIBRALATA BAUNILHA E ACAFRAO,5405,3304.99.90,10,Vda/Dev Vda Mer,12471.75,0.0
CE,21742,PERF VINT TROPICALIA 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,3755.81,0.0
CE,21744,PERF VINT OASIS 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,8047.87,0.0
CE,21747,EAU TOILETTE VINTAGE IRIS 100 ML,5405,3303.00.20,10,Vda/Dev Vda Mer,47274.4,0.0
CE,21748,EAU TOILETTE VINTAGE TUBEROSA 100 ML,5405,3303.00.20,10,Vda/Dev Vda Mer,42151.2,0.0
CE,21751,KIT SAB FLOR DE MAIO 3X100G,5405,3401.11.90,10,Vda/Dev Vda Mer,2944.03,0.0
CE,21761,KIT DUO OASIS 2X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,14778.67,0.0
