UF,Cod.Item,Produto,CFOP,NCM,ID utilização,Utilização,Valor,ICMS
MT,19396,SAB LIQ VINT VERBENA 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,3180.6,0.0
MT,19401,ESMALTE PINK DANDARA 10 ML,5405,3304.30.00,10,Vda/Dev Vda Mer,486.35,0.0
MT,19402,ESMALTE PINK PETRA 10 ML,5405,3304.30.00,10,Vda/Dev Vda Mer,367.42,0.0
MT,19403,ESMALTE PINK ROSA 10 ML,5405,3304.30.00,10,Vda/Dev Vda Mer,269.8,0.0
MT,19404,ESMALTE PINK SIMONE 10 ML,5405,3304.30.00,10,Vda/Dev Vda Mer,669.17,0.0
MT,19405,ESMALTE PINK SOPHIE 10 ML,5405,3304.30.00,10,Vda/Dev Vda Mer,521.85,0.0
MT,19406,ESMALTE PINK CONSTANCE 10 ML,5405,3304.30.00,10,Vda/Dev Vda Mer,855.55,0.0
MT,19408,SAB LIQ AGUAS FOLHAS DE FIGO 500 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1540.0,0.0
MT,19410,DIFUSOR VINT BOSSA 500 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,11250.94,1912.68
MT,19411,VELA VINT LIMAO TAITI & NEROLI 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,780.0,132.6
MT,19437,HIDRATANTE ORIGENS MANDARINA 240ML,5405,3304.99.90,10,Vda/Dev Vda Mer,1436.97,0.0
MT,19483,EAU TOILETTE VINTAGE AURORA 100 ML,5405,3303.00.20,10,Vda/Dev Vda Mer,5488.35,0.0
MT,19529,KIT VIC DUO JARDIM SICILIANO,5405,3307.49.00,10,Vda/Dev Vda Mer,1067.47,0.0
MT,19558,SAB LIQ VINTAGE AURORA 300ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1315.0,0.0
MT,19561,VELA VIC LATA JARDIM SICILIANO 260G,5102,3406.00.00,10,Vda/Dev Vda Mer,1014.8,172.5
MT,19606,BALM LABIAL ROSA DAMASCENA 13 GR,5405,3304.10.00,10,Vda/Dev Vda Mer,1282.0,0.0
MT,19608,PERF VINT EPOQUE TROPICAL 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,40984.88,0.0
MT,19610,PERFUME FLOR DE MAIO 100 ML,5405,3303.00.10,10,Vda/Dev Vda Mer,5689.37,0.0
MT,19638,COLONIA AGUAS FOLHAS DE FIGO 260ML,5405,3303.00.20,10,Vda/Dev Vda Mer,1701.0,0.0
MT,19669,KIT SAB CAJUEIRO 2X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,3689.0,0.0
MT,19694,COLONIA LAVANDA 300ML,5405,3303.00.20,10,Vda/Dev Vda Mer,9267.9,0.0
MT,19695,COLONIA LAVANDA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,4899.79,0.0
MT,19696,VELA VINT LAVANDA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,1904.0,323.68
MT,19697,COLONIA AGUAS VETIVER 260ML,5405,3303.00.20,10,Vda/Dev Vda Mer,1142.1,0.0
MT,19698,DIFUSOR AGUAS VETIVER 250 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,3710.0,630.71
MT,19699,SAB AGUAS VETIVER 150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,18156.41,0.0
MT,19700,VELA AGUAS VETIVER 260GR,5102,3406.00.00,10,Vda/Dev Vda Mer,1988.3,338.01
MT,19702,KIT SAB FLOR DE CAJUEIRO 2X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,4196.5,0.0
MT,19706,SAB LIQ VINT GERANIO E GRAPEFRUIT 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1094.8,0.0
MT,19751,VELA VINT GERANIO E GRAPEFRUIT 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,620.0,105.4
MT,19829,VELA VINT GERANIO E GRAPEFRUIT 80GR,5102,3406.00.00,10,Vda/Dev Vda Mer,441.0,74.97
MT,19845,ALCOOL EM GEL PINK 85 GR,5102,3808.94.29,10,Vda/Dev Vda Mer,751.4,127.8
MT,19846,SAB LIQ VINT LAVANDA 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,2434.67,0.0
MT,19885,SAB LIQ MEDI LIMAO 250ML,5405,3401.11.90,10,Vda/Dev Vda Mer,112.0,0.0
MT,19922,KIT TRIO MINI VELAS VIC 3X75GR,5102,3406.00.00,10,Vda/Dev Vda Mer,3936.8,669.27
MT,19924,KIT ORIGENS LATA LIMAO SICILIANO,5405,3304.99.90,10,Vda/Dev Vda Mer,10301.4,0.0
MT,19977,SH BEBE CAMOMILA 250 ML,5405,3305.10.00,10,Vda/Dev Vda Mer,2965.19,0.0
MT,19978,COND BEBE CAMOMILA 250 ML,5405,3305.90.00,10,Vda/Dev Vda Mer,1870.8,0.0
MT,19979,SAB LIQ BEBE LAVANDA 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,6986.0,0.0
MT,20016,COLONIA VINT PASSEIO ENCANTADO 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,4945.0,0.0
MT,20038,KIT VINT PASSEIO ENCANTADO BOMBOM 4X50G,5405,3401.11.90,10,Vda/Dev Vda Mer,756.0,0.0
MT,20047,DIFUSOR VINT FOLHA IMPERIAL 500 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,3450.5,586.64
MT,20090,KIT ORIGENS FIBRALATA ALFAZEMA PROVEN,5405,3304.99.90,10,Vda/Dev Vda Mer,3225.6,0.0
MT,20092,SAB LIQ ORIGENS ALFAZEMA 360 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1166.55,0.0
MT,20093,SAB LIQ ORIGENS MANDARINA 360 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1089.48,0.0
MT,20094,SAB LIQ ORIGENS NECTARINA 360 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,2153.55,0.0
MT,20096,HIDRATANTE ORIGENS ALFAZEMA 240 ML,5405,3304.99.90,10,Vda/Dev Vda Mer,1246.4,0.0
MT,20098,HIDRATANTE ORIGENS LIMAO SICIL 240 ML,5405,3304.99.90,10,Vda/Dev Vda Mer,4727.19,0.0
MT,20100,SPRAY CORPORAL ORIGENS ALFAZEMA  59 ML,5405,3307.20.10,10,Vda/Dev Vda Mer,1401.75,0.0
MT,20101,SPRAY CORPORAL ORIGENS LIMAO SIC  59 ML,5405,3307.20.10,10,Vda/Dev Vda Mer,2500.31,0.0
MT,20109,CR MAOS FOLHA DE FIGO S/ CAIXA 50 ML,5405,3304.99.90,10,Vda/Dev Vda Mer,340.0,0.0
MT,20110,SPRAY AMBIENTE AGUAS ROSMARINO 150ML,5102,3307.49.00,10,Vda/Dev Vda Mer,4071.6,804.49
MT,20111,SPRAY AMBIENTE AGUAS LAVANDA 150ML,5102,3307.49.00,10,Vda/Dev Vda Mer,5589.0,1045.18
MT,20141,BASE E EXTRA BRILHO FORTIFICANTE 10ML,5405,3304.30.00,10,Vda/Dev Vda Mer,3123.13,0.0
MT,20194,KIT VINT ESP PARQUE BOMBOM 2022 4X50G,5405,3401.11.90,10,Vda/Dev Vda Mer,2236.0,0.0
MT,20209,DIFUSOR VINT LAVANDA 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,5355.0,910.4
MT,20309,VELA VINT MAGNOLIA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,135.0,22.95
MT,20353,VELA BIBLIOTECA LICHIA E PIMENTA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,2565.0,436.05
MT,20378,KIT GLICERINA TRADICIONAL HISTORICO 4X90,5405,3401.11.90,10,Vda/Dev Vda Mer,1033.0,0.0
MT,20395,PERFUME BEM ME QUERO 100ML,5405,3303.00.10,10,Vda/Dev Vda Mer,8212.5,0.0
MT,20419,VELA BIBLIOTECA AURA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,135.0,22.95
MT,20420,VELA BIBLIOTECA BRISA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,519.75,88.36
MT,20421,VELA BIBLIOTECA SANTALUM 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,499.5,84.92
MT,20427,CAIXA GRANADO PRESENTE G,5102,4819.20.00,10,Vda/Dev Vda Mer,2204.82,374.82
MT,20446,KIT VINT SAB CARIOCA 4X120G,5405,3401.11.90,10,Vda/Dev Vda Mer,2401.95,0.0
MT,20447,KIT FIBROLATA VINT CARIOCA,5405,3307.49.00,10,Vda/Dev Vda Mer,20413.09,0.0
MT,20461,SAB VINT LIMAO&NEROL 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1491.45,0.0
MT,20496,VELA VINT SANDALO 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,1461.25,248.42
MT,20497,VELA VINT TONKA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,1350.0,229.5
MT,20499,PROT SOLAR BEBE FPS70 120ML,5405,3304.99.90,10,Vda/Dev Vda Mer,3390.9,0.0
MT,20706,SAB LIQ BEBE CAMOMILA 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,11066.93,0.0
MT,20722,KIT MALETA JOGO CIRCO,5405,3304.99.90,10,Vda/Dev Vda Mer,2864.5,0.0
MT,20723,KIT MALETA JOGO PASSEIO ENC,5405,3304.99.90,10,Vda/Dev Vda Mer,510.0,0.0
MT,20739,KIT PINK BOMBOM CERA+CMAOS,5405,3304.99.90,10,Vda/Dev Vda Mer,1357.2,0.0
MT,20740,KIT PINK BOMBOM MANT+PPOMES,5405,3304.30.00,10,Vda/Dev Vda Mer,5145.2,0.0
MT,20741,KIT PINK SPA DAS MAOS,5405,3304.30.00,10,Vda/Dev Vda Mer,1584.0,0.0
MT,20747,KIT FIBRALATA TERR. CALEND,5405,3304.99.90,10,Vda/Dev Vda Mer,484.5,0.0
MT,20749,KIT LATA ORIG LIMAO 6X50G,5405,3401.11.90,10,Vda/Dev Vda Mer,63.75,0.0
MT,20754,SAB GLIC HORTELÃ 90 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,2965.04,0.0
MT,20756,SAB LIQ GLIC HORTELA 300 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,2286.25,0.0
MT,20758,REFIL SAB LIQ HORTELA 300 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1841.1,0.0
MT,20759,SAB GLIC ROSA 90 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,1709.92,0.0
MT,20762,SAB LIQ GLIC ROSA 300 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1226.25,0.0
MT,20765,REFIL SAB LIQ ROSA 300 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1202.22,0.0
MT,20774,KIT EXPERIMENTO COLONIA AGUAS,5405,3303.00.20,10,Vda/Dev Vda Mer,2310.8,0.0
MT,20775,LATA SAB AGUAS P&B 6X150 G,5405,3401.11.90,10,Vda/Dev Vda Mer,3639.75,0.0
MT,20776,KIT AGUAS SPRAY + SAB F.FIGO,5102,3307.49.00,10,Vda/Dev Vda Mer,999.0,169.84
MT,20777,KIT AGUAS SPRAY + SAB VETIVER,5102,3307.49.00,10,Vda/Dev Vda Mer,629.0,106.93
MT,20779,KIT AGUAS DUO P&B LAVANDA,5405,3307.49.00,10,Vda/Dev Vda Mer,1429.75,0.0
MT,20781,KIT AGUAS DUO P&B ROSMARINO,5405,3307.49.00,10,Vda/Dev Vda Mer,1290.0,0.0
MT,20782,PERFUME GINGA 100ML,5405,3303.00.10,10,Vda/Dev Vda Mer,8850.0,0.0
MT,20786,VELA BIBLIOTECA GINGA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,688.5,117.06
MT,20789,PERF VINT NOSTALGIA 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,3637.5,0.0
MT,20790,PERF VINT JARDIM REAL 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,30419.56,0.0
MT,20791,PERF VINT INFUSÃO BOT 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,15869.75,0.0
MT,20797,KIT EXPERIMENTO PERFUME VINTAGE,5405,3303.00.10,10,Vda/Dev Vda Mer,15697.3,0.0
MT,20799,KIT VINT DIF+SAB NOSTALGIA,5405,3307.49.00,10,Vda/Dev Vda Mer,3422.5,0.0
MT,20803,KIT CALENDARIO ADVENTO VINTAGE 2022,5405,3303.00.10,10,Vda/Dev Vda Mer,7700.0,0.0
MT,20822,KIT EXPERIMENTO COLONIA VINTAGE,5405,3303.00.20,10,Vda/Dev Vda Mer,8049.3,0.0
MT,20824,KIT EXPERIMENTO BIBLIOTECA 2,5405,3303.00.10,10,Vda/Dev Vda Mer,146.0,0.0
MT,20846,DIFUSOR VINTAGE VERBENA 500 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,18952.25,3221.92
MT,20863,KIT MALA VINTAGE BOSSA,5405,3304.99.90,10,Vda/Dev Vda Mer,11823.56,0.0
MT,20927,DIFUSOR VINT JARDIM REAL 500 ML,5102,3307.49.00,10,Vda/Dev Vda Mer,172.0,29.24
MT,20937,SAB ORIG LIMAO SICILIANO 50 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,6.0,0.0
MT,20940,SAB AGUAS P&B VETIVER 150G,5405,3401.11.90,10,Vda/Dev Vda Mer,17.0,0.0
MT,20941,SAB AGUAS P&B ROSMARINO 150G,5405,3401.11.90,10,Vda/Dev Vda Mer,17.0,0.0
MT,20944,SAB AGUAS P&B PEONIA 150G,5405,3401.11.90,10,Vda/Dev Vda Mer,17.0,0.0
MT,20985,KIT TERR NEC LAVANDA 4X50 ML,5405,3304.99.90,10,Vda/Dev Vda Mer,3996.52,0.0
MT,21001,COLONIA CHA PRETO E BERGAMOTA 300ML,5405,3303.00.20,10,Vda/Dev Vda Mer,26028.08,0.0
MT,21008,OVO CHA PRETO E BERGAMOTA COL + SAB,5405,3303.00.20,10,Vda/Dev Vda Mer,1188.0,0.0
MT,21009,VELA VINT CHA PRETO E BERGAMOTA 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,135.0,22.95
MT,21017,COLONIA AGUAS BAUNILHA 260ML,5405,3303.00.20,10,Vda/Dev Vda Mer,1782.0,0.0
MT,21020,VELA AGUAS BAUNILHA 250 GR,5102,3406.00.00,10,Vda/Dev Vda Mer,1957.5,332.8
MT,21021,KIT AGUAS SPRAY + SAB BAUNILHA,5102,3307.49.00,10,Vda/Dev Vda Mer,1480.0,251.63
MT,21045,COLONIA GARDÊNIA 300ML,5405,3303.00.20,10,Vda/Dev Vda Mer,8363.1,0.0
MT,21046,TRIO FIBR GARDÊNIA 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,63.75,0.0
MT,21065,PERFUME BELO POMELO 100 ML,5405,3303.00.10,10,Vda/Dev Vda Mer,8800.0,0.0
MT,21066,KIT ROLL ON + CR MAOS BELO POMELO,5405,3303.00.10,10,Vda/Dev Vda Mer,1239.0,0.0
MT,21074,SAB GLIC BEBE CALENDULA 90 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,483.35,0.0
MT,21075,SAB LIQ BEBE CALENDULA 250ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1076.25,0.0
MT,21076,REFIL SAB GLIC BEBE CALENDULA 250 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1078.0,0.0
MT,21077,SAB LIQ BEBE CALENDULA 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,4250.75,0.0
MT,21078,SH BEBE CALENDULA 250 ML,5405,3305.10.00,10,Vda/Dev Vda Mer,1136.0,0.0
MT,21079,COND BEBE CALENDULA 250 ML,5405,3305.90.00,10,Vda/Dev Vda Mer,465.6,0.0
MT,21080,HIDRAT BEBE CALENDULA 120ML,5405,3304.99.90,10,Vda/Dev Vda Mer,716.85,0.0
MT,21081,OLEO BEBE CALENDULA 120 ML,5405,3304.99.90,10,Vda/Dev Vda Mer,1018.0,0.0
MT,21082,COLÔNIA BEBE CALENDULA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,4522.52,0.0
MT,21092,KIT MALA VINTAGE CARIOCA 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,2118.6,0.0
MT,21093,KIT MALA VINTAGE BOSSA 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,1356.3,0.0
MT,21094,KIT VINT SAB CARIOCA 4X120G 2023,5405,3401.11.90,10,Vda/Dev Vda Mer,1206.0,0.0
MT,21095,KIT VINT SAB BOSSA 4X120 GR 2023,5405,3401.11.90,10,Vda/Dev Vda Mer,1195.95,0.0
MT,21096,SPRAY AMBIENTE VINTAGE CARIOCA 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,9873.5,1887.44
MT,21097,SPRAY AMBIENTE VINTAGE BOSSA 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,8471.91,1576.63
MT,21098,KIT VINTAGE SAB SUZETTE 4X120 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,1326.6,0.0
MT,21143,PERF VINT EXPEDIÇÃO 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,10551.0,0.0
MT,21144,PERF VINT FOLIA 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,21642.6,0.0
MT,21148,EAU TOILETTE VINTAGE PACHOULI 100 ML,5405,3303.00.20,10,Vda/Dev Vda Mer,6324.5,0.0
MT,21152,KIT COLEÇÃO EDT ELIXIR LAYERING,5405,3303.00.20,10,Vda/Dev Vda Mer,3872.88,0.0
MT,21153,KIT SABONETE ZIMBRO 3X100 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,1935.5,0.0
MT,21154,VELA BIBLIOTECA ZIMBRO 250 GR,5102,3406.00.00,10,Vda/Dev Vda Mer,1512.0,257.07
MT,21155,COLONIA FIGO 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,6910.55,0.0
MT,21156,COLONIA FIGO 300ML,5405,3303.00.20,10,Vda/Dev Vda Mer,8907.19,0.0
MT,21157,SAB LIQ VINT FIGO 500ML,5405,3401.30.00,10,Vda/Dev Vda Mer,2006.37,0.0
MT,21179,DIFUSOR VINT OUD 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,13563.05,2305.74
MT,21180,SAB LIQ VINT OUD 500 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,2338.9,0.0
MT,21181,VELA VINT OUD 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,3106.0,528.02
MT,21182,CR MAOS VINTAGE CARIOCA 50G,5405,3304.99.90,10,Vda/Dev Vda Mer,8222.4,0.0
MT,21183,CR MAOS VINTAGE BOSSA 50G,5405,3304.99.90,10,Vda/Dev Vda Mer,9451.2,0.0
MT,21185,VELA VINT PATCHOULI 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,2459.0,418.03
MT,21186,KIT VINT DIF + SAB PATCHOULI,5405,3307.49.00,10,Vda/Dev Vda Mer,19617.25,0.0
MT,21187,TRIO FIBR PAT+CE+COU 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,4537.5,0.0
MT,21195,KIT VINT SPRAY + SAB CARIOCA,5102,3307.49.00,10,Vda/Dev Vda Mer,6944.6,1366.02
MT,21200,KIT VINT SPRAY + SAB BOSSA,5102,3307.49.00,10,Vda/Dev Vda Mer,10832.54,2109.06
MT,21202,LATA VINTAGE MÚSICA PASSEIO,5405,3304.99.90,10,Vda/Dev Vda Mer,7517.25,0.0
MT,21203,VELA VINT TONKA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,3136.0,533.12
MT,21217,DIFUSOR VINT FIGO 500ML,5102,3307.49.00,10,Vda/Dev Vda Mer,9400.5,1598.1
MT,21220,VELA VINT FIGO 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,1754.0,298.18
MT,21223,VELA VINT CARIOCA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,1856.0,315.52
MT,21225,VELA VINT BOEMIA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,2112.0,359.04
MT,21234,VELA VINT BOSSA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,598.49,101.74
MT,21236,KIT LATA TERR CALENDULA  2023,5405,3304.99.90,10,Vda/Dev Vda Mer,8680.0,0.0
MT,21237,KIT LATA TERR CHA BRANCO 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,4228.0,0.0
MT,21238,LATA BOLA ORIGENS MAND ASIATICA 2023,5405,3401.11.90,10,Vda/Dev Vda Mer,1774.5,0.0
MT,21240,KIT ORIG LIMÃO SICILIANO SPRAY+SAB+CMAOS,5405,3304.99.90,10,Vda/Dev Vda Mer,146.2,0.0
MT,21261,KIT MALA VINTAGE EXPEDIÇÃO,5405,3303.00.10,10,Vda/Dev Vda Mer,190.0,0.0
MT,21262,KIT BOMBOM VINTAGE EXPEDIÇÃO,5405,3303.00.10,10,Vda/Dev Vda Mer,1144.0,0.0
MT,21263,KIT BOMBOM VINTAGE JARDIM REAL,5405,3303.00.10,10,Vda/Dev Vda Mer,11070.83,0.0
MT,21264,KIT VINT DIF+SAB ELIXIR,5405,3307.49.00,10,Vda/Dev Vda Mer,1500.0,0.0
MT,21265,KIT VINT PERF EXPEDIÇÃO 5X10 ML,5405,3303.00.10,10,Vda/Dev Vda Mer,36558.1,0.0
MT,21266,KIT VINT CR MAOS EXPEDIÇÃO,5405,3304.99.90,10,Vda/Dev Vda Mer,1050.0,0.0
MT,21276,KIT VINT CR MAOS PASSAROS,5405,3304.99.90,10,Vda/Dev Vda Mer,2588.25,0.0
MT,21288,KIT EXPERIMENTO COLONIA TERRAPEUTICS,5405,3303.00.20,10,Vda/Dev Vda Mer,5681.07,0.0
MT,21297,KIT CALENDARIO ADVENTO VINTAGE 2023,5405,3303.00.10,10,Vda/Dev Vda Mer,350.0,0.0
MT,21312,KIT SAB CAJUEIRO 3X100GR,5405,3401.11.90,10,Vda/Dev Vda Mer,4056.5,0.0
MT,21314,KIT PERF + SAB + CR MAOS CAJUEIRO,5405,3303.00.10,10,Vda/Dev Vda Mer,11617.24,0.0
MT,21315,KIT PERF 25ML + SAB 50G CAJUEIRO,5405,3303.00.10,10,Vda/Dev Vda Mer,4062.0,0.0
MT,21316,KIT ROLL ON + CR MAOS LICHIA E PIMENTA,5405,3303.00.10,10,Vda/Dev Vda Mer,6704.25,0.0
MT,21317,KIT PERF 25ML + SAB 50G LICHIA E PIMENTA,5405,3303.00.10,10,Vda/Dev Vda Mer,1662.0,0.0
MT,21324,KIT VINT SAB COLONIA 5X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,37546.37,0.0
MT,21325,KIT TRIO VINT VELA COLONIA 3X80G,5102,3406.00.00,10,Vda/Dev Vda Mer,18873.37,3208.5
MT,21326,VELA BIBLIOTECA DEJAVU 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,3552.0,603.84
MT,21327,PERFUME DEJAVU 100 ML,5405,3303.00.10,10,Vda/Dev Vda Mer,8825.55,0.0
MT,21328,KIT ROLL ON + CR MAOS DEJAVU,5405,3303.00.10,10,Vda/Dev Vda Mer,2079.0,0.0
MT,21329,KIT PERF 25ML+SAB 50G DEJAVU,5405,3303.00.10,10,Vda/Dev Vda Mer,4860.0,0.0
MT,21330,KIT SAB DEJAVU 3X100G,5405,3401.11.90,10,Vda/Dev Vda Mer,1739.5,0.0
MT,21331,VELA AGUAS FOLHAS DE MENTA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,896.0,152.32
MT,21332,DIFUSOR AGUAS FOLHAS DE MENTA,5102,3307.49.00,10,Vda/Dev Vda Mer,6147.0,1044.99
MT,21333,KIT AGUAS SPRAY + SAB FOLHAS DE MENTA,5102,3307.49.00,10,Vda/Dev Vda Mer,4236.5,807.53
MT,21334,KIT CR MAOS + SAB LIQ FOLHAS DE MENTA,5405,3304.99.90,10,Vda/Dev Vda Mer,2377.5,0.0
MT,21338,KIT PERF + SAB BARRA + CR MAOS AURA,5405,3303.00.10,10,Vda/Dev Vda Mer,7903.5,0.0
MT,21339,KIT EXPERIMENTO BIBLIOTECA FLORAIS,5405,3303.00.10,10,Vda/Dev Vda Mer,5222.7,0.0
MT,21352,KIT TERR LAVANDA 5X50 ML 2023,5405,3304.99.90,10,Vda/Dev Vda Mer,3627.9,0.0
MT,21373,KIT VINT SPRAY+SAB 500ML+BAND MAGNOLIA,5102,3307.49.00,10,Vda/Dev Vda Mer,33137.25,6721.68
MT,21374,KIT VINT SPRAY+SAB 500ML+BAND VIOLETA,5102,3307.49.00,10,Vda/Dev Vda Mer,15108.75,2650.1
MT,21375,KIT VINT FIBRALATA ROSA DAMASCENA,5405,3304.99.90,10,Vda/Dev Vda Mer,16269.76,0.0
MT,21376,KIT VINT FIBRALATA GARDÊNIA,5405,3304.99.90,10,Vda/Dev Vda Mer,19968.75,0.0
MT,21377,KIT VINT COLONIA FLORES 5X10ML,5405,3303.00.20,10,Vda/Dev Vda Mer,7735.8,0.0
MT,21390,COLONIA ROSA DAMASCENA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,4764.84,0.0
MT,21391,COLONIA VIOLETA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,7597.45,0.0
MT,21392,COLONIA LIRIO 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,5403.34,0.0
MT,21393,COLONIA MAGNOLIA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,12164.79,0.0
MT,21394,KIT DUO ROSA DAMASCENA 2X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,7275.77,0.0
MT,21395,KIT DUO GARDÊNIA 2X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,11144.0,0.0
MT,21396,KIT DUO VIOLETA 2X150 GR,5405,3401.11.90,10,Vda/Dev Vda Mer,7191.75,0.0
MT,21397,KIT OVINHOS FLORAIS 5X50G,5405,3401.11.90,10,Vda/Dev Vda Mer,3780.0,0.0
MT,21398,OVO LIRIO COL 25ML +SAB 50G,5405,3303.00.20,10,Vda/Dev Vda Mer,1422.0,0.0
MT,21399,OVO MAGNOLIA COL 25ML +SAB 50G,5405,3303.00.20,10,Vda/Dev Vda Mer,1422.0,0.0
MT,21400,TRIO CR MAOS VINT FLORES,5405,3304.99.90,10,Vda/Dev Vda Mer,4819.5,0.0
MT,21402,VELA VINT LIRIO 2024 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,4491.75,763.6
MT,21403,VELA VINT ROSA DAMASCENA 2024 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,3037.75,516.42
MT,21404,VELA VINT MAGNOLIA 2024 250G,5102,3406.00.00,10,Vda/Dev Vda Mer,7384.0,1255.28
MT,21405,COLONIA GARDÊNIA 100ML,5405,3303.00.20,10,Vda/Dev Vda Mer,7002.04,0.0
MT,21442,PERF VINT FLORA MAGNIFICA 75ML,5405,3303.00.10,10,Vda/Dev Vda Mer,14628.5,0.0
MT,21443,KIT BOMBOM VINTAGE FLORA MAGNIFICA,5405,3303.00.10,10,Vda/Dev Vda Mer,5806.0,0.0
MT,21444,VELA VINT FLORA MAGNIFICA 780G,5102,3406.00.00,10,Vda/Dev Vda Mer,640.0,108.8
MT,21454,LENCOS UMEDECIDOS BEBE CALENDULA,5405,3401.11.90,10,Vda/Dev Vda Mer,858.0,0.0
MT,21462,SAB LIQ AGUAS VETIVER 500 ML,5405,3401.30.00,10,Vda/Dev Vda Mer,1593.9,0.0
MT,21467,COLONIA AGUAS SÂNDALO 260ML,5405,3303.00.20,10,Vda/Dev Vda Mer,891.0,0.0
MT,21468,KIT AGUAS LATA SANDALO 3X150G,5405,3401.11.90,10,Vda/Dev Vda Mer,5071.7,0.0
MT,21469,VELA AGUAS PEONIA 250GR,5102,3406.00.00,10,Vda/Dev Vda Mer,904.5,153.77
